weekofmonth,dayofweek,make,accidentarea,dayofweekclaimed,weekofmonthclaimed,sex,maritalstatus,age,fault,policytype,vehiclecategory,vehicleprice,policynumber,repnumber,deductible,driverrating,days_policy_accident,days_policy_claim,pastnumberofclaims,ageofvehicle,ageofpolicyholder,policereportfiled,witnesspresent,agenttype,numberofsuppliments,addresschange_claim,numberofcars,year,basepolicy
3,3,13,0,6,1,1,1,39,0,1,0,0,227,1,400,2,3,2,0,4,4,0,0,0,0,3,0,1994,1
4,4,10,1,7,1,0,1,41,0,1,0,0,884,8,400,4,3,2,0,5,5,0,0,0,3,3,0,1994,1
5,4,17,1,5,5,1,1,48,0,1,0,1,3192,13,400,3,3,2,0,6,5,0,0,0,3,2,0,1994,1
2,1,4,1,5,3,1,1,42,0,2,0,2,13965,8,400,1,3,2,0,5,5,0,0,0,2,3,0,1996,0
4,2,6,1,4,4,1,1,11,0,0,0,3,3883,5,400,1,3,2,0,6,1,0,0,0,2,3,0,1994,0
1,2,17,0,6,1,1,1,35,0,0,0,3,1726,4,400,4,3,2,0,4,4,0,0,0,2,3,0,1994,0
4,4,0,1,7,2,1,1,38,0,4,1,3,11106,5,400,1,3,2,2,3,4,0,0,0,3,3,0,1995,0
1,6,15,0,6,1,0,1,57,0,0,0,2,10444,6,400,1,3,2,1,4,6,0,0,0,2,3,0,1995,0
3,3,8,1,1,1,1,2,34,0,1,0,1,14843,6,400,3,3,2,2,4,4,0,0,0,3,3,0,1996,1
3,0,2,1,1,3,1,1,53,0,1,0,0,13552,10,400,3,3,2,1,4,6,0,0,0,1,3,0,1996,1
1,2,5,1,2,1,1,2,33,0,1,0,2,11284,10,400,1,3,2,2,4,3,0,0,0,2,3,0,1995,0
1,3,17,1,2,2,0,1,40,0,0,0,0,10568,9,400,1,3,2,2,5,5,0,0,0,2,0,0,1995,0
5,0,11,0,2,1,0,1,37,0,1,0,0,6787,11,400,1,3,2,0,5,4,0,0,0,0,3,0,1995,1
5,4,3,1,1,2,1,1,38,0,1,0,2,6006,3,400,1,3,2,1,4,4,0,0,0,3,3,0,1994,0
3,5,3,1,5,3,1,1,40,0,0,0,0,14057,1,400,4,3,2,0,4,5,0,0,0,2,3,0,1996,0
4,1,9,0,4,1,0,1,25,0,1,0,1,10352,5,400,2,3,2,0,3,3,0,0,0,2,3,0,1995,1
4,3,8,1,6,2,0,1,42,0,0,0,0,3130,8,400,3,3,2,1,5,4,0,0,0,2,3,0,1994,0
2,4,5,0,4,3,0,1,41,0,0,0,1,14045,2,400,3,3,2,1,4,5,0,0,0,3,3,0,1996,0
3,2,17,1,3,3,0,1,24,0,1,0,0,8702,9,400,2,3,2,1,2,3,0,0,0,1,3,0,1995,1
1,0,14,1,3,2,1,1,37,0,0,0,3,3950,6,470,2,3,2,2,5,4,0,0,0,2,1,0,1994,0
4,2,9,1,6,4,1,1,27,0,0,0,0,11085,7,400,4,3,2,1,3,3,0,0,0,0,3,0,1995,0
1,0,6,1,6,4,1,2,5,0,0,0,4,4215,6,400,4,3,2,3,6,0,0,0,0,3,3,0,1994,0
3,3,14,1,7,3,1,1,32,0,0,0,4,5862,3,463,1,3,2,2,4,4,0,0,0,2,1,0,1994,0
2,2,11,1,3,2,1,1,54,0,0,0,3,7049,12,400,3,3,2,3,5,6,0,0,0,3,3,0,1995,0
1,1,14,1,5,1,1,1,51,0,0,0,4,13325,5,400,3,3,2,1,6,5,0,0,0,1,3,0,1996,0
4,2,8,1,2,2,1,1,39,0,0,0,0,8835,12,400,1,3,2,1,5,5,0,0,0,2,3,0,1995,0
2,0,15,1,3,3,1,2,34,0,0,0,0,4397,9,400,2,3,2,0,4,4,0,0,0,1,3,0,1994,0
3,2,6,1,5,3,1,1,59,0,3,0,3,15070,2,400,2,3,2,3,4,7,0,0,0,2,3,0,1996,1
4,1,2,1,7,1,0,2,22,0,0,0,5,806,7,400,2,3,2,0,5,3,0,0,0,0,2,0,1994,0
1,2,15,1,3,4,1,1,37,0,0,0,0,6168,3,400,1,3,2,0,4,4,0,0,0,1,3,0,1995,0
3,3,4,1,6,3,1,1,59,0,1,0,1,659,10,400,2,3,2,0,5,6,0,0,0,2,3,0,1994,1
1,3,11,1,1,4,1,1,45,0,1,0,0,12763,5,400,1,3,2,0,5,5,0,0,0,1,3,0,1996,1
1,5,17,1,2,2,1,1,28,0,1,0,1,5480,7,400,1,3,2,0,4,4,0,0,0,3,3,0,1994,1
2,3,9,1,5,2,1,1,39,0,0,0,0,7049,9,400,3,3,2,0,5,5,0,0,0,0,3,0,1995,0
4,4,12,1,6,1,1,1,44,0,0,0,0,5321,8,400,2,3,2,0,5,5,0,0,0,1,3,1,1994,0
1,2,10,1,6,1,0,1,42,0,1,0,3,6914,8,500,2,3,2,3,4,5,0,0,0,2,1,0,1995,1
5,1,11,1,7,1,0,1,28,0,0,0,0,7566,13,400,1,3,2,2,4,4,0,0,0,2,3,0,1995,0
3,0,10,1,5,2,1,1,38,0,1,0,4,202,15,481,2,3,2,1,4,4,0,0,0,2,1,0,1994,0
2,0,6,1,3,3,1,1,43,0,1,0,2,10715,11,400,3,3,2,1,5,5,0,0,0,2,3,0,1995,1
2,0,10,0,5,2,1,1,30,0,3,0,2,12158,8,400,3,3,2,1,4,3,0,0,0,0,3,0,1996,0
1,5,1,1,3,4,1,1,34,0,4,1,3,6201,7,400,4,3,2,0,4,4,0,0,0,0,3,0,1995,0
2,2,13,0,5,2,1,1,66,0,0,0,0,504,8,400,1,3,2,3,5,7,0,0,0,3,3,0,1994,0
2,0,13,0,1,3,1,1,30,0,0,0,0,1195,10,400,3,3,2,0,4,4,0,0,0,2,3,0,1994,0
1,5,0,0,2,2,1,1,53,0,0,0,4,404,7,400,3,3,2,2,6,6,0,0,0,1,3,0,1994,0
2,1,1,0,2,2,1,1,40,0,1,0,5,146,11,400,2,3,2,3,4,4,0,0,0,3,3,0,1994,0
5,0,10,1,7,1,1,0,49,0,1,0,0,13236,6,400,3,3,2,2,4,6,0,0,0,1,3,0,1996,1
3,3,11,0,5,2,1,1,66,0,0,0,0,3816,2,400,1,3,2,0,6,8,0,0,0,1,3,0,1994,0
2,0,15,1,5,2,1,1,30,0,0,0,0,1170,3,400,2,3,2,0,3,3,0,0,0,1,3,0,1994,0
3,1,9,1,6,3,1,1,38,0,0,0,2,10910,8,400,2,3,2,0,3,4,0,0,0,1,3,0,1995,0
2,3,6,1,5,3,1,1,42,0,0,0,2,9288,8,400,2,3,2,1,5,5,0,0,0,3,3,0,1995,0
2,1,12,1,4,1,1,1,33,0,0,0,0,9292,9,441,1,3,2,0,4,4,0,0,0,1,1,0,1995,0
2,3,5,1,3,3,0,1,49,0,1,0,0,4797,1,400,1,3,2,1,6,6,0,0,0,3,3,0,1994,1
1,3,12,0,3,1,0,1,34,0,0,0,1,4281,9,400,2,3,2,0,4,4,0,0,0,1,3,0,1994,0
1,3,6,1,5,2,0,2,27,0,0,0,0,12001,13,400,4,3,2,2,4,4,0,0,0,3,3,0,1996,0
4,2,3,0,4,1,1,1,29,0,1,0,1,9464,14,400,1,3,2,0,5,4,0,0,0,3,3,0,1995,1
1,3,15,1,1,1,1,1,49,0,1,0,0,11350,11,400,3,3,2,2,5,6,0,0,0,2,3,0,1996,1
2,1,9,0,6,1,1,1,45,0,3,0,2,104,8,400,2,3,2,1,5,5,0,0,0,3,3,0,1994,0
4,0,4,1,3,1,0,1,43,0,2,0,3,2322,6,400,1,3,2,1,5,5,0,0,0,2,3,0,1994,1
4,1,13,1,2,1,1,1,43,0,0,0,0,13811,11,400,2,3,2,2,4,4,0,0,0,0,2,0,1996,0
2,3,11,1,3,2,1,1,67,0,0,0,0,10131,12,469,1,3,2,1,4,7,0,0,0,2,1,0,1995,0
4,5,4,1,5,1,1,1,46,0,0,0,3,1483,7,400,1,3,2,1,5,5,0,0,0,3,3,0,1994,0
1,2,16,1,2,2,0,1,40,0,0,0,0,10552,9,400,1,3,2,3,5,5,0,0,0,2,0,0,1995,0
5,5,9,1,6,1,1,1,38,0,1,0,1,11119,5,400,1,3,2,1,4,4,0,0,0,3,3,0,1995,0
1,2,10,0,5,4,1,1,26,0,1,0,1,9843,12,400,3,3,2,2,4,4,0,0,0,1,2,0,1995,1
2,0,7,0,2,2,1,1,44,0,1,0,0,14599,7,400,2,3,2,2,5,5,0,0,0,1,3,0,1996,1
5,2,6,1,5,1,1,1,32,0,2,0,2,13852,5,400,2,3,2,1,2,3,0,0,0,2,3,0,1996,1
2,2,15,1,2,1,0,1,23,0,0,0,4,3987,4,444,2,3,2,1,3,3,0,0,0,3,2,0,1994,0
2,1,14,1,5,2,1,1,50,0,1,0,0,7062,6,400,2,3,2,3,6,6,0,0,0,3,3,0,1995,1
3,1,13,1,2,4,0,1,49,0,1,0,1,11685,14,400,1,3,2,2,4,6,0,0,0,1,3,0,1996,1
2,1,13,1,2,4,0,1,33,0,1,0,0,15381,3,400,4,3,2,2,3,4,0,0,0,3,3,1,1996,1
5,2,0,1,4,1,0,1,60,0,3,1,2,13227,6,400,2,3,2,2,6,7,0,0,0,1,3,0,1996,0
2,0,9,1,4,1,1,1,36,0,2,0,2,1202,5,400,1,3,2,2,3,4,0,0,0,2,3,0,1994,1
2,5,13,1,5,2,1,1,35,0,0,0,5,5586,12,400,1,3,2,3,5,4,0,0,0,0,3,0,1994,0
3,1,0,1,6,4,0,1,35,0,5,1,4,8692,13,400,1,3,2,2,4,4,0,0,0,2,3,0,1995,0
2,5,15,1,5,2,1,1,36,0,0,0,5,5589,13,400,1,3,2,3,5,4,0,0,0,0,3,0,1994,0
1,2,11,0,6,2,1,1,30,0,0,0,1,4326,7,400,2,3,2,1,4,4,0,0,0,2,2,0,1994,0
3,2,16,0,2,1,1,1,62,0,0,0,0,1401,7,400,3,3,2,0,6,6,0,0,0,2,3,1,1994,0
4,5,13,1,5,4,1,1,44,0,1,0,0,8315,14,400,2,3,2,0,2,5,0,0,0,1,3,0,1995,1
2,0,8,1,5,4,1,1,35,0,0,0,2,4810,6,456,2,3,2,1,4,4,0,0,0,3,1,0,1994,0
2,1,10,1,5,1,1,1,34,0,0,0,0,9296,9,418,1,3,2,0,4,4,0,0,0,1,2,0,1995,0
3,3,9,1,1,3,1,1,39,0,0,0,0,5222,5,400,1,3,2,0,5,5,0,0,0,2,2,0,1994,0
2,2,5,1,2,1,1,1,34,0,0,0,0,210,10,400,2,3,2,1,5,4,0,0,0,3,2,0,1994,0
2,5,13,0,6,3,1,1,29,0,0,0,0,2791,2,400,3,3,2,0,3,3,0,0,0,3,3,1,1994,0
5,0,0,1,7,2,0,1,59,0,5,1,4,7555,3,400,3,3,2,0,5,6,0,0,0,2,3,0,1995,0
2,5,13,1,4,2,1,2,35,0,5,1,2,10121,12,400,2,3,2,2,4,4,0,0,0,3,3,0,1995,0
4,1,17,1,1,1,1,1,56,0,0,0,0,2208,14,400,1,3,2,2,6,6,0,0,0,3,3,0,1994,0
2,5,7,1,1,4,1,1,6,0,0,0,3,546,10,400,3,3,2,3,6,0,0,0,0,3,3,0,1994,0
3,2,14,1,7,3,1,1,31,0,0,0,0,5712,12,400,3,3,2,0,3,3,0,0,0,0,3,0,1994,0
2,5,12,1,4,3,1,1,37,0,0,0,5,5591,11,400,1,3,2,2,5,4,0,0,0,0,3,0,1994,0
2,5,6,1,2,3,1,1,31,0,0,0,0,12805,15,400,1,3,2,3,4,4,0,0,0,1,3,0,1996,0
4,5,13,0,6,1,1,1,30,0,0,0,0,8877,6,400,1,3,2,0,5,4,0,0,0,0,3,0,1995,0
4,6,9,1,4,1,0,1,31,0,1,0,0,7499,6,400,3,3,2,1,4,4,0,0,0,2,3,0,1995,1
4,5,4,1,5,1,1,1,45,0,0,0,4,1483,7,400,1,3,2,1,5,5,0,0,0,3,3,0,1994,0
3,0,5,1,1,3,1,1,32,0,3,0,4,13610,14,400,3,3,2,2,3,4,0,0,0,2,3,0,1996,1
5,0,7,1,7,1,1,0,56,0,1,0,0,13244,9,400,3,3,2,1,5,6,0,0,0,1,3,0,1996,1
4,4,11,1,6,1,1,1,28,0,1,0,0,827,12,400,1,3,2,0,4,4,0,0,0,2,3,0,1994,1
1,4,15,1,2,2,1,1,29,0,0,0,0,14420,11,400,2,3,2,0,4,4,0,0,0,2,3,0,1996,0
4,2,7,1,1,1,1,1,27,0,0,0,0,3042,8,400,2,3,2,2,3,3,0,0,0,3,3,0,1994,0
1,1,14,1,2,1,0,1,24,0,0,0,4,3984,3,467,2,3,2,2,4,3,0,0,0,3,1,0,1994,0
2,2,10,1,3,3,1,1,42,0,1,0,0,13953,5,400,1,3,2,1,6,5,0,0,0,2,3,0,1996,1
1,0,13,1,1,3,1,1,35,0,0,0,3,2581,14,400,2,3,2,0,4,4,0,0,0,3,3,0,1994,0
1,2,4,1,2,1,1,1,37,0,0,0,2,11280,10,400,1,3,2,2,5,4,0,0,0,2,3,0,1995,0
1,6,0,0,6,1,1,1,37,0,0,0,0,1683,8,400,2,3,2,0,4,4,0,0,0,3,3,0,1994,0
3,3,16,1,6,3,0,1,51,0,0,0,4,15409,13,400,1,3,2,2,5,6,0,0,0,2,3,0,1996,0
5,3,10,0,2,3,1,1,39,0,0,0,0,947,8,400,3,3,2,1,3,5,0,0,0,0,2,0,1994,0
2,1,16,1,5,2,1,1,51,0,1,0,0,7064,7,400,3,3,2,3,5,6,0,0,0,3,3,0,1995,1
1,1,13,0,6,2,1,1,30,0,0,0,3,4315,12,400,3,3,2,0,4,4,0,0,0,3,3,0,1994,0
3,3,11,1,4,4,1,1,37,0,1,0,0,15025,11,438,2,3,2,3,4,4,0,0,0,3,2,0,1996,1
3,4,13,1,5,1,0,1,27,0,0,0,1,5178,1,400,2,3,2,1,4,4,0,0,0,0,3,0,1994,0
3,2,9,1,6,1,1,1,35,0,0,0,0,9300,9,400,1,3,2,0,4,4,0,0,0,1,3,0,1995,0
3,4,12,1,1,1,1,1,36,0,1,0,2,8309,12,400,3,3,2,1,5,4,0,0,0,2,3,0,1995,1
2,0,10,1,6,1,1,1,59,0,0,0,1,10081,10,400,2,3,2,2,4,6,0,0,0,3,3,0,1995,0
3,4,6,1,1,3,1,1,46,0,1,0,0,14107,8,400,2,3,2,0,5,6,0,0,0,0,3,0,1996,1
2,0,13,1,5,2,1,1,39,0,5,1,4,12159,7,450,3,3,2,1,6,5,0,0,0,0,3,0,1996,0
3,2,15,1,2,1,0,1,23,0,0,0,4,3990,5,430,2,3,2,0,3,3,0,0,0,3,2,0,1994,0
4,2,9,1,5,3,0,1,40,0,2,0,4,4719,12,400,2,3,2,1,4,5,0,0,0,2,3,0,1994,0
1,4,11,1,2,1,1,1,33,0,0,0,1,4174,12,400,3,3,2,2,4,4,0,0,0,3,3,0,1994,0
3,4,6,1,4,4,1,1,31,0,1,0,0,15107,8,400,2,3,2,1,2,4,0,0,0,2,3,0,1996,1
1,3,8,1,2,1,1,1,43,0,0,0,4,9865,8,400,1,3,2,2,4,4,0,0,0,1,3,0,1995,0
4,2,13,1,3,3,1,1,37,0,0,0,1,1593,9,400,3,3,2,0,4,4,0,0,0,0,3,0,1994,0
1,4,17,0,6,1,1,1,34,0,0,0,1,1704,6,400,4,3,2,0,3,4,0,0,0,2,3,0,1994,0
4,2,11,1,6,5,1,1,39,1,1,0,0,4882,9,500,1,3,2,1,4,4,0,0,0,3,1,0,1994,1
5,5,12,1,6,1,1,2,36,0,1,0,2,300,2,400,3,3,2,0,5,4,0,0,0,2,2,0,1994,0
1,5,7,1,1,1,1,1,30,0,0,0,2,4166,14,400,4,3,2,1,4,4,0,0,0,2,2,0,1994,0
4,3,6,1,1,4,1,1,19,0,3,0,4,5295,12,400,3,3,2,2,0,2,0,0,0,2,3,0,1994,0
1,2,12,1,1,1,0,1,32,0,0,0,0,6103,4,400,3,3,2,3,5,4,0,0,0,3,3,0,1994,0
1,0,16,1,4,2,1,1,49,0,1,0,0,3409,11,400,1,3,2,3,5,5,0,0,0,2,3,0,1994,1
2,2,12,1,2,4,0,2,36,0,0,0,2,12059,10,400,2,3,2,0,4,4,0,0,0,1,3,0,1996,0
3,0,8,1,1,3,1,2,33,0,0,0,0,3818,14,400,1,3,2,2,3,4,0,0,0,2,3,0,1994,0
3,1,4,1,4,3,1,1,49,0,0,0,1,2143,10,400,3,3,2,0,4,5,0,0,0,3,3,0,1994,0
2,0,17,1,2,3,1,1,37,0,0,0,1,12158,11,625,4,3,2,2,4,4,0,0,0,2,3,0,1996,0
3,5,16,1,2,4,1,1,42,0,0,0,0,13658,3,400,3,3,2,1,5,5,0,0,0,0,0,1,1996,0
3,4,6,1,1,2,1,1,41,0,0,0,1,13646,13,400,3,3,2,1,6,5,0,0,0,0,2,0,1996,0
1,0,9,0,6,2,1,1,37,0,1,0,1,12003,6,412,3,3,2,2,5,5,0,0,0,3,3,0,1996,1
5,2,8,0,1,3,1,1,44,0,0,0,0,944,6,400,3,3,2,0,3,5,0,0,0,0,2,0,1994,0
4,5,16,1,6,2,0,2,32,0,0,0,0,3145,9,400,2,3,2,1,5,3,0,0,0,2,3,0,1994,0
1,3,10,0,5,2,0,2,26,0,1,0,1,4269,8,400,2,3,2,0,3,4,0,0,0,3,3,0,1994,1
3,5,14,1,5,3,1,1,44,0,1,0,1,8318,13,400,2,3,2,0,2,5,0,0,0,1,3,0,1995,1
1,3,13,1,1,1,1,1,42,0,0,0,0,2697,8,400,2,3,2,2,4,4,0,0,0,2,3,0,1994,0
3,1,11,1,2,1,0,1,36,0,0,0,0,4587,8,400,2,3,2,1,4,4,0,0,0,0,2,0,1994,0
5,2,13,1,7,1,0,1,26,0,0,0,0,7571,12,400,1,3,2,2,3,4,0,0,0,2,3,0,1995,0
1,5,10,1,5,1,1,1,35,0,5,1,5,11306,4,400,1,3,2,0,3,4,0,0,0,3,3,0,1995,0
3,5,14,1,3,3,1,1,43,0,1,0,1,2053,10,400,3,3,2,1,4,5,0,0,0,2,3,0,1994,1
5,0,6,1,2,1,1,2,30,0,5,1,5,315,12,400,1,3,2,0,7,0,0,0,0,3,2,0,1994,0
1,3,6,1,6,2,1,1,20,0,3,0,4,1810,8,400,1,3,2,2,1,2,0,0,0,2,3,0,1994,1
3,1,11,1,3,3,1,1,36,0,1,0,0,4605,10,400,1,3,2,1,4,4,0,0,0,3,3,0,1994,1
3,3,11,0,5,3,1,1,22,0,0,0,2,2139,9,400,2,3,2,1,6,2,0,0,0,2,3,1,1994,0
1,1,6,0,5,1,0,1,29,0,1,0,4,9049,13,400,2,3,2,1,3,4,0,0,0,1,3,0,1995,1
4,2,9,1,6,5,1,1,38,1,1,0,0,4868,9,500,1,3,2,1,4,4,0,0,0,3,1,0,1994,1
1,4,15,0,5,2,0,1,28,0,0,0,3,9106,7,400,1,3,2,3,3,4,0,0,0,3,3,0,1995,0
2,0,6,1,2,2,1,1,40,0,1,0,1,14590,8,400,2,3,2,2,5,5,0,0,0,2,3,0,1996,1
2,3,10,1,2,2,1,1,54,0,1,0,0,11165,10,400,1,3,2,0,5,6,0,0,0,2,3,0,1995,1
5,1,14,1,1,3,0,1,28,0,1,0,1,5982,9,400,3,3,2,0,4,3,0,0,0,2,3,0,1994,0
3,4,3,1,5,4,1,1,32,0,0,0,0,7355,6,400,3,3,2,2,3,4,0,0,0,3,3,0,1995,0
3,2,11,0,6,4,1,1,49,0,0,0,0,2160,9,400,3,3,2,0,5,5,0,0,0,2,3,1,1994,0
4,5,11,1,6,1,1,1,21,0,0,0,1,831,14,400,1,3,2,0,5,3,0,0,0,3,3,0,1994,0
2,3,17,1,4,3,1,1,31,0,0,0,0,5649,7,400,2,3,2,2,4,4,0,0,0,2,3,0,1994,0
1,0,9,1,4,1,1,0,34,0,0,0,2,3415,9,400,1,3,2,1,4,4,0,0,0,1,3,0,1994,0
1,1,13,1,6,1,0,1,43,0,0,0,3,9056,6,400,1,3,2,3,6,5,0,0,0,2,3,0,1995,0
2,1,8,0,6,2,1,1,38,0,0,0,1,531,12,400,3,3,2,0,5,5,0,0,0,1,3,0,1994,0
1,5,12,1,6,2,0,2,37,0,0,0,0,9079,10,400,2,3,2,3,5,4,0,0,0,3,3,0,1995,0
5,3,4,1,1,3,1,1,31,0,2,0,3,5997,4,400,1,3,2,2,4,3,0,0,0,3,3,0,1994,0
4,1,17,0,4,4,1,2,36,0,0,0,0,7432,6,400,1,1,0,3,4,4,0,0,0,2,3,0,1995,0
1,6,11,0,6,1,0,1,49,0,1,0,0,10440,3,400,2,3,2,2,4,5,0,0,0,2,3,0,1995,1
1,6,5,1,5,1,1,1,19,0,3,0,5,11327,1,400,2,3,2,0,2,1,0,0,0,3,3,0,1995,0
3,3,9,1,6,4,1,1,47,0,1,0,0,10931,10,400,3,3,2,2,4,6,0,0,0,2,3,0,1995,1
4,2,12,0,4,2,1,1,24,0,0,0,1,896,10,400,1,3,2,1,3,3,0,0,0,2,3,0,1994,0
3,3,11,1,4,4,1,1,36,0,1,0,0,15023,11,434,2,3,2,3,4,4,0,0,0,3,2,0,1996,1
5,3,4,0,4,1,1,1,31,0,0,0,4,5980,2,400,2,1,2,2,4,4,0,0,0,3,3,0,1994,0
1,1,12,1,6,1,1,1,50,0,0,0,0,369,7,400,2,3,2,2,5,6,0,0,0,2,3,0,1994,0
2,5,12,1,1,2,1,1,37,0,0,0,0,3556,13,400,1,3,2,0,5,5,0,0,0,2,0,0,1994,0
3,2,10,1,1,3,1,1,58,0,0,0,0,11912,10,400,2,3,2,0,5,7,0,0,0,0,3,0,1996,0
2,4,6,1,6,2,1,1,34,0,1,0,0,3252,5,400,4,3,2,1,4,4,0,0,0,3,3,0,1994,1
1,1,6,1,5,1,0,1,28,0,0,0,4,9056,13,400,3,3,2,1,3,4,0,0,0,2,3,0,1995,0
4,4,7,1,6,4,0,1,45,0,2,0,2,4750,6,400,2,3,2,2,5,5,0,0,0,3,3,0,1994,1
5,1,7,0,6,1,1,1,20,0,3,0,3,960,6,400,3,3,2,2,2,2,0,0,0,3,3,0,1994,1
4,5,10,0,6,2,0,1,41,0,0,0,0,6731,10,400,2,3,2,1,4,5,0,0,0,1,3,0,1995,0
1,5,7,1,1,4,1,1,33,0,1,0,0,12794,12,400,1,3,2,2,4,4,0,0,0,1,3,0,1996,1
3,5,16,1,2,3,1,1,35,0,1,0,1,2062,11,400,2,3,2,1,4,4,0,0,0,2,3,0,1994,1
2,4,13,1,4,2,0,2,29,0,1,0,0,15392,7,400,2,3,2,3,3,4,0,0,0,1,3,0,1996,1
3,2,13,1,6,2,1,1,28,0,0,0,2,13690,15,400,3,3,2,0,4,4,0,0,0,3,3,0,1996,0
2,2,6,1,2,2,1,1,45,0,3,0,4,5017,8,400,1,3,2,3,5,5,0,0,0,3,3,0,1994,1
1,2,13,0,1,3,1,1,47,0,1,0,0,12760,3,400,1,3,2,0,5,5,0,0,0,1,3,0,1996,1
2,6,15,0,1,2,1,1,34,0,1,0,1,14590,8,400,2,3,2,1,4,4,0,0,0,0,3,0,1996,1
4,1,13,1,5,2,1,1,34,0,0,0,0,5355,9,400,2,3,2,2,5,4,0,0,0,0,3,0,1994,0
1,3,15,1,6,3,1,1,33,0,0,0,2,15338,11,400,2,3,2,1,4,4,0,0,0,0,3,0,1996,0
1,4,11,1,5,1,1,1,50,0,5,1,4,11299,6,400,1,3,2,0,5,6,0,0,0,2,3,0,1995,0
2,5,8,0,5,3,1,1,37,0,0,0,0,4357,6,400,2,3,2,1,5,4,0,0,0,1,3,0,1994,0
2,3,12,0,2,2,1,1,40,0,1,0,0,14583,7,400,2,3,2,1,5,5,0,0,0,0,3,0,1996,1
4,2,4,1,6,5,1,1,38,0,0,0,0,12526,9,400,3,3,2,0,4,4,0,0,0,3,3,0,1996,0
4,4,6,1,2,1,1,1,33,0,0,0,0,10287,9,400,3,3,2,2,5,4,0,0,0,3,3,0,1995,0
2,6,14,1,5,2,1,2,24,0,1,0,0,15412,7,400,2,3,2,3,3,3,0,0,0,0,3,0,1996,1
4,1,3,1,6,1,0,1,45,0,0,0,0,3112,7,400,3,3,2,1,5,5,0,0,0,2,3,0,1994,0
2,0,16,0,6,1,1,1,39,0,1,0,0,97,7,400,2,3,2,0,5,5,0,0,0,3,3,0,1994,0
1,1,13,0,3,2,1,1,38,0,0,0,1,7752,9,400,1,3,2,0,4,4,0,0,0,2,3,0,1995,0
2,5,1,0,1,3,1,1,38,0,1,0,4,2819,11,400,2,3,2,2,6,5,0,0,0,3,3,0,1994,1
1,1,13,0,2,2,1,1,42,0,0,0,1,7763,7,400,1,3,2,0,4,5,0,0,0,2,3,0,1995,0
4,4,0,1,7,1,1,1,33,0,3,1,3,11092,5,400,1,2,1,1,3,4,0,0,0,3,3,0,1995,0
1,2,17,0,5,3,1,1,26,0,1,0,0,14937,10,400,1,2,2,3,2,4,0,0,0,3,3,0,1996,1
1,3,9,1,3,3,1,1,17,0,0,0,4,2614,9,400,3,3,2,1,5,2,0,0,0,3,3,0,1994,0
2,0,13,1,5,2,1,1,49,0,1,0,0,13470,3,400,1,3,0,2,5,6,0,0,0,2,3,0,1996,1
3,1,10,1,4,3,1,1,30,0,0,0,0,10266,9,400,2,3,2,0,4,4,0,0,0,0,3,0,1995,0
3,1,9,1,2,2,1,2,28,0,0,0,0,5093,8,400,3,3,2,1,3,4,0,0,0,0,3,0,1994,0
2,0,6,1,3,3,1,1,28,0,0,0,3,8494,11,400,2,3,2,2,2,3,0,0,0,2,3,0,1995,0
1,6,2,1,3,1,1,1,34,0,0,0,1,1685,8,400,2,3,2,1,2,4,0,0,0,1,3,0,1994,0
1,0,15,1,4,3,1,1,27,0,0,0,0,1151,3,400,2,3,2,0,4,3,0,0,0,1,3,0,1994,0
1,1,13,0,2,2,1,1,36,0,1,0,3,3265,3,400,3,3,2,2,5,5,0,0,0,2,2,0,1994,1
3,2,10,1,6,4,1,1,42,0,0,0,0,3699,7,400,1,3,2,3,4,5,0,0,0,3,3,0,1994,0
2,2,6,1,6,3,1,1,17,0,0,0,3,37,10,400,1,3,2,3,6,2,0,0,0,2,3,0,1994,0
4,5,9,1,6,1,0,2,10,0,0,0,3,3164,5,400,1,3,2,2,6,1,0,0,0,2,3,0,1994,0
3,2,10,1,6,3,1,1,56,0,0,0,3,3744,8,400,2,3,2,0,6,6,0,0,0,1,3,0,1994,0
4,2,9,1,7,1,0,1,50,0,0,0,0,5352,5,400,3,3,2,0,3,5,0,0,0,1,3,0,1994,0
3,5,13,1,6,4,1,1,41,0,0,0,0,12283,6,400,3,3,2,0,4,4,0,0,0,1,3,0,1996,0
2,2,14,1,3,4,0,1,37,0,0,0,1,15385,6,400,3,3,2,3,3,4,0,0,0,3,3,1,1996,0
3,1,3,1,5,3,1,1,35,0,4,1,3,8694,13,400,1,3,2,3,5,4,0,0,0,3,3,0,1995,0
4,4,8,1,6,4,0,1,47,0,1,0,0,4771,2,400,3,3,2,2,5,5,0,0,0,2,2,0,1994,1
2,5,6,1,6,2,1,1,42,0,0,0,1,1893,10,400,2,3,2,0,5,5,0,0,0,0,3,0,1994,0
3,1,10,1,1,3,1,1,59,0,0,0,2,9466,8,400,2,3,2,1,6,6,0,0,0,1,3,0,1995,0
4,3,6,1,1,4,1,1,65,0,1,0,0,12423,11,400,3,3,2,1,5,7,0,0,0,0,3,0,1996,1
3,0,12,1,6,4,0,1,33,0,1,0,0,9448,8,400,2,3,2,2,4,4,0,0,0,0,3,0,1995,1
1,5,14,0,3,1,1,1,34,0,0,0,1,679,4,458,2,3,2,0,4,4,0,0,0,3,1,0,1994,0
3,1,4,0,6,1,1,1,41,0,5,1,4,13120,9,400,3,3,2,0,5,4,0,0,0,0,3,0,1996,0
1,0,2,0,1,2,1,1,30,0,0,0,5,158,11,400,3,3,2,3,4,3,0,0,0,3,3,0,1994,0
